,user_id,gender,age,device,ad_1,click_1,watch_1,ad_2,click_2,watch_2,ad_3,click_3,watch_3,ad_4,click_4,watch_4,ad_5,click_5,watch_5,ad_6,click_6,watch_6
14146,14146,f,25,android,a44,,14,a22,1.0,4,a72,1.0,10,,,,,,,,,
14147,14147,female,20,android,a40,,10,a61,,2,a45,1.0,9,a10,,4.0,a101,,10.0,a29,,6.0
14148,14148,f,24,android,a36,,8,a79,,6,a58,,7,a89,,7.0,a64,,8.0,a40,,14.0
14149,14149,male,22,ios,a50,1.0,12,a55,,8,a1,1.0,9,a93,,7.0,a67,1.0,8.0,a11,,9.0
14150,14150,f,24,windows phone,a3,1.0,14,a5,,10,a106,,7,,,,,,,,,
14151,14151,female,26,ios,a78,,9,a56,1.0,11,a0,,13,a108,,12.0,a23,,10.0,a58,,11.0
14152,14152,male,24,android,a5,,9,a59,,8,a106,,9,,,,,,,,,
14153,14153,f,29,android,a16,,13,a3,,11,a41,,8,,,,,,,,,
14154,14154,m,24,android,a108,,6,a24,,6,a80,1.0,8,a32,1.0,12.0,a73,,4.0,a85,,9.0
14155,14155,f,26,ios,a112,,12,a33,,15,a5,1.0,9,,,,,,,,,
14156,14156,f,27,ios,a118,,8,a64,,10,a35,,9,,,,,,,,,
14157,14157,male,27,android,a61,,11,a26,,7,a3,,11,,,,,,,,,
14158,14158,male,21,android,a43,,9,a93,1.0,11,a63,,19,a2,,6.0,a107,,13.0,a26,,11.0
14159,14159,m,22,samsung,a40,,5,a66,,7,a106,,7,,,,,,,,,
14160,14160,m,21,samsung,a21,1.0,14,a7,,4,a63,1.0,6,a84,,7.0,a35,,2.0,a57,,8.0
14161,14161,female,21,android,a118,,12,a29,,9,a64,,11,a116,1.0,9.0,a20,1.0,9.0,a114,,13.0
14162,14162,,30,samsung,a90,,7,a112,,11,a15,,8,,,,,,,,,
14163,14163,,26,blackberry,a11,,7,a28,,9,a70,,10,,,,,,,,,
14164,14164,f,22,android,a84,,9,a25,,9,a67,,5,a55,,4.0,a4,,8.0,a52,,12.0
14165,14165,male,29,samsung,a4,,10,a65,,8,a11,,1,,,,,,,,,
14166,14166,f,25,android,a116,,7,a69,,5,a24,,11,,,,,,,,,
14167,14167,f,21,android,a113,,18,a43,,12,a98,,8,,,,,,,,,
14168,14168,female,25,ios,a42,,15,a54,,9,a94,,11,,,,,,,,,
14169,14169,f,27,ios,a111,,5,a107,,4,a63,,9,,,,,,,,,
14170,14170,male,20,android,a100,,10,a104,,7,a43,,5,a79,1.0,10.0,a7,,12.0,a25,,12.0
14171,14171,f,24,android,a54,,,a102,,10,a4,,7,,,,,,,,,
14172,14172,m,21,tizen,a59,,11,a54,,7,a8,1.0,10,a106,,2.0,a53,,9.0,a39,,13.0
14173,14173,m,26,ios,a74,,7,a46,,9,a115,,10,,,,,,,,,
14174,14174,,19,android,a38,,7,a36,,13,a86,,13,a94,,14.0,a28,,12.0,a6,,10.0
14175,14175,m,21,tizen,a17,,1,a73,,9,a11,,6,,,,,,,,,
14176,14176,male,29,ios,a83,,8,a71,,10,a46,,5,,,,,,,,,
14177,14177,female,21,android,a78,,8,a109,,13,a0,1.0,11,,,,,,,,,
14178,14178,female,27,samsung,a23,,12,a93,,7,a19,,11,a80,,11.0,a55,,8.0,a51,,6.0
14179,14179,f,22,android,a75,,5,a26,,10,a72,,7,,,,,,,,,
14180,14180,,26,samsung,a101,,8,a59,,2,a116,,2,,,,,,,,,
14181,14181,f,25,ios,a66,,13,a26,,11,a53,,5,a23,,11.0,a10,,5.0,a74,,8.0
14182,14182,female,21,android,a45,,11,a15,,8,a0,,18,,,,,,,,,
14183,14183,female,20,ios,a22,,8,a69,1.0,10,a57,,12,,,,,,,,,
14184,14184,f,24,samsung,a107,,6,a114,,4,a61,,7,a109,1.0,9.0,a62,1.0,10.0,a16,,11.0
14185,14185,,22,ios,a103,,6,a96,1.0,14,a64,,6,,,,,,,,,
14186,14186,m,23,tizen,a30,1.0,6,a24,,5,a95,,9,,,,,,,,,
14187,14187,f,23,ios,a93,,7,a82,,7,a14,,9,,,,,,,,,
14188,14188,,23,linux,a92,,12,a15,,11,a102,,14,,,,,,,,,
14189,14189,,25,android,a75,,9,a114,,12,a109,,4,a71,1.0,10.0,a4,,8.0,a95,,9.0
14190,14190,f,22,ios,a107,,10,a1,,9,a19,,12,a81,,17.0,a12,,10.0,a91,,6.0
14191,14191,,24,ios,a16,,10,a113,,10,a93,,8,,,,,,,,,
14192,14192,,21,windows phone,a96,,6,a41,,10,a22,,9,a115,1.0,7.0,a95,,5.0,a88,1.0,10.0
14193,14193,f,29,android,a6,,8,a71,,7,a113,,19,,,,,,,,,
14194,14194,female,18,android,a82,,8,a109,1.0,6,a116,,12,a108,,8.0,a54,1.0,11.0,a10,,1.0
14195,14195,male,29,samsung,a43,,4,a12,,14,a32,1.0,9,,,,,,,,,
14196,14196,f,23,android,a91,,12,a114,,6,a3,,9,a15,1.0,12.0,a19,,10.0,a99,,10.0
14197,14197,f,28,ios,a33,1.0,9,a53,,12,a59,,10,,,,,,,,,
14198,14198,,21,ios,a83,,9,a99,,11,a69,,9,,,,,,,,,
14199,14199,,19,ios,a83,,1,a54,,7,a55,,4,,,,,,,,,
14200,14200,f,26,blackberry,a88,,8,a117,,14,a34,,6,,,,,,,,,
14201,14201,f,21,android,a81,,4,a69,,9,a82,,8,,,,,,,,,
14202,14202,,27,blackberry,a0,1.0,11,a78,1.0,9,a36,,7,,,,,,,,,
14203,14203,male,30,samsung,a115,,10,a91,,7,a11,,4,,,,,,,,,
14204,14204,m,19,ios,a37,,12,a25,1.0,7,a48,,11,a76,,11.0,a84,,9.0,a53,,10.0
14205,14205,male,22,samsung,a86,,6,a7,,3,a75,,13,a64,1.0,12.0,a55,1.0,11.0,a9,1.0,9.0
14206,14206,,24,android,a71,,10,a73,,10,a36,,9,a44,,11.0,a115,,10.0,a46,,10.0
14207,14207,f,26,tizen,a7,,11,a108,,12,a68,,12,a22,,11.0,a76,,9.0,a23,,6.0
14208,14208,,27,ios,a119,,9,a70,,9,a8,,7,a27,,7.0,a44,,11.0,a95,,12.0
14209,14209,female,22,ios,a0,,4,a117,,8,a10,1.0,7,a29,,14.0,a22,,8.0,a86,,11.0
14210,14210,male,24,windows phone,a22,,5,a119,,7,a39,,13,a89,,10.0,a10,,12.0,a101,,12.0
14211,14211,female,25,android,a41,1.0,5,a61,,11,a107,,6,a108,,8.0,a73,,8.0,a99,,12.0
14212,14212,f,25,blackberry,a59,,10,a108,1.0,10,a71,,8,a41,1.0,4.0,a84,,6.0,a75,1.0,13.0
14213,14213,,28,android,a68,,11,a49,,15,a24,,4,,,,,,,,,
14214,14214,f,23,ios,a29,1.0,8,a114,1.0,12,a111,,13,a40,,9.0,a75,,8.0,a12,,7.0
14215,14215,f,25,blackberry,a46,,7,a67,,12,a83,,9,a56,,7.0,a112,,11.0,a52,,7.0
14216,14216,,24,tizen,a15,,14,a2,,9,a59,1.0,11,a47,,13.0,a54,,12.0,a33,,13.0
14217,14217,f,23,ios,a12,,9,a56,,9,a112,,11,a101,,15.0,a27,,7.0,a36,,10.0
14218,14218,male,26,ios,a12,,9,a3,,8,a113,,7,a31,,7.0,a85,,11.0,a103,,9.0
14219,14219,male,23,tizen,a31,,11,a65,,7,a14,1.0,7,a4,,7.0,a21,1.0,15.0,a98,,10.0
14220,14220,,24,tizen,a52,1.0,8,a111,,13,a66,,12,a47,,7.0,a2,,9.0,a58,,13.0
14221,14221,,23,windows phone,a10,,20,a5,1.0,4,a111,,9,,,,,,,,,
14222,14222,f,27,ios,a46,,11,a110,1.0,14,a102,,9,a88,,9.0,a94,1.0,8.0,a4,,6.0
14223,14223,,30,ios,a8,,15,a49,,10,a42,,18,,,,,,,,,
14224,14224,f,24,android,a79,,11,a5,,11,a58,,14,a81,,9.0,a104,,4.0,a23,,12.0
14225,14225,female,21,blackberry,a30,,4,a52,,10,a32,1.0,5,,,,,,,,,
14226,14226,male,26,ios,a32,1.0,10,a69,,3,a33,,16,,,,,,,,,
14227,14227,female,28,android,a71,,13,a112,,6,a21,1.0,9,a66,,8.0,a107,,7.0,a2,,5.0
14228,14228,f,25,windows phone,a22,,11,a49,,7,a90,1.0,8,a115,,8.0,a119,,12.0,a73,,7.0
14229,14229,,27,android,a99,,10,a70,,8,a102,,14,,,,,,,,,
14230,14230,m,19,android,a6,,10,a74,,11,a43,,10,,,,,,,,,
14231,14231,f,23,linux,a6,,5,a26,1.0,10,a95,,9,,,,,,,,,
14232,14232,,25,ios,a119,,8,a15,,6,a14,,11,a5,,14.0,a67,,5.0,a86,,10.0
14233,14233,f,26,android,a101,,8,a44,,9,a106,1.0,9,,,,,,,,,
14234,14234,m,21,ios,a111,,9,a30,,13,a107,1.0,6,a42,,9.0,a83,,12.0,a62,,8.0
14235,14235,m,27,tizen,a106,,9,a35,,10,a74,,9,,,,,,,,,
14236,14236,f,24,android,a45,,10,a14,,6,a106,,11,a40,1.0,9.0,a29,,11.0,a31,,11.0
14237,14237,female,21,android,a108,,9,a71,,11,a70,1.0,7,,,,,,,,,
14238,14238,female,26,tizen,a36,,11,a92,,13,a119,,13,a67,,8.0,a1,1.0,12.0,a110,,6.0
14239,14239,male,27,samsung,a40,,14,a68,1.0,11,a38,,8,,,,,,,,,
14240,14240,f,23,android,a112,,10,a5,1.0,6,a17,,15,,,,,,,,,
14241,14241,f,23,blackberry,a69,,13,a119,1.0,7,a88,1.0,10,,,,,,,,,
14242,14242,,23,ios,a72,,10,a19,,9,a109,1.0,12,,,,,,,,,
14243,14243,m,23,android,a88,1.0,8,a9,,8,a57,,14,,,,,,,,,
14244,14244,male,22,android,a119,,8,a43,,9,a54,,6,a63,,8.0,a92,,10.0,a5,,9.0
14245,14245,,24,blackberry,a5,,9,a72,,6,a57,,8,,,,,,,,,
14246,14246,male,26,windows phone,a15,,3,a40,,2,a43,,16,,,,,,,,,
14247,14247,f,25,android,a107,,7,a113,,7,a0,1.0,14,a2,,10.0,a61,,13.0,a104,,6.0
14248,14248,f,25,ios,a74,,11,a76,,4,a86,,11,a106,,11.0,a10,,12.0,a79,,5.0
14249,14249,m,21,android,a23,1.0,10,a19,,7,a103,,7,,,,,,,,,
14250,14250,,22,ios,a110,,10,a17,,10,a112,1.0,9,a1,,8.0,a101,1.0,6.0,a55,1.0,1.0
14251,14251,female,22,samsung,a112,,4,a114,,12,a50,,8,,,,,,,,,
14252,14252,female,26,tizen,a33,,11,a79,,4,a53,,5,,,,,,,,,
14253,14253,male,26,ios,a80,1.0,13,a61,,9,a47,,10,,,,,,,,,
14254,14254,female,25,linux,a74,,7,a96,,12,a10,,11,,,,,,,,,
14255,14255,,25,blackberry,a4,,7,a110,,5,a74,,5,,,,,,,,,
14256,14256,,21,android,a79,,8,a67,1.0,8,a74,,10,a88,,11.0,a1,,15.0,a98,,11.0
14257,14257,f,31,android,a108,1.0,9,a27,,9,a42,1.0,6,a95,1.0,8.0,a9,,10.0,a4,,15.0
14258,14258,male,25,android,a78,,12,a103,,10,a114,,4,a21,,13.0,a67,,12.0,a22,,10.0
14259,14259,m,20,ios,a29,,4,a44,1.0,7,a54,,10,,,,,,,,,
14260,14260,female,21,android,a114,,8,a79,,10,a110,1.0,8,,,,,,,,,
14261,14261,m,28,ios,a115,,8,a40,,12,a113,,12,a7,,8.0,a65,,7.0,a103,,12.0
14262,14262,f,27,linux,a57,,13,a32,,7,a110,,14,a34,1.0,9.0,a79,1.0,11.0,a95,1.0,4.0
14263,14263,female,24,samsung,a28,,8,a11,1.0,9,a102,1.0,8,a73,1.0,10.0,a116,1.0,4.0,a67,,13.0
14264,14264,,25,android,a39,1.0,9,a26,,16,a68,,4,,,,,,,,,
14265,14265,f,21,android,a30,,8,a50,1.0,11,a2,,9,a21,,10.0,a16,,14.0,a98,1.0,6.0
14266,14266,f,21,ios,a118,,4,a79,,,a0,,6,,,,,,,,,
14267,14267,,22,windows phone,a40,,5,a20,,15,a30,,7,,,,,,,,,
14268,14268,f,22,samsung,a47,,16,a36,,9,a33,1.0,10,,,,,,,,,
14269,14269,f,20,ios,a90,,4,a101,,1,a115,1.0,11,,,,,,,,,
14270,14270,female,23,android,a5,,8,a90,,13,a59,,8,a110,,11.0,a78,,13.0,a67,,5.0
14271,14271,female,24,samsung,a32,,11,a25,1.0,10,a55,,12,a85,,8.0,a56,,9.0,a88,,9.0
14272,14272,f,25,android,a62,1.0,10,a24,,9,a71,,16,a47,1.0,11.0,a118,,19.0,a65,1.0,7.0
14273,14273,male,24,android,a46,,10,a12,,5,a32,,6,a89,,10.0,a56,,13.0,a21,,4.0
14274,14274,,28,ios,a114,,9,a31,,9,a80,,15,,,,,,,,,
14275,14275,f,28,windows phone,a14,,8,a78,,7,a93,,2,,,,,,,,,
14276,14276,m,28,linux,a28,,13,a41,,9,a71,,13,,,,,,,,,
14277,14277,m,19,linux,a90,,12,a55,,16,a109,,12,a112,,5.0,a19,,12.0,a96,,13.0
14278,14278,f,24,android,a45,,8,a102,,16,a58,,6,,,,,,,,,
14279,14279,female,26,tizen,a81,,8,a41,,7,a114,,4,,,,,,,,,
14280,14280,male,30,linux,a15,1.0,9,a28,,10,a68,,9,a33,,10.0,a61,,9.0,a100,,14.0
14281,14281,,27,android,a72,,14,a81,,15,a5,,9,a47,,8.0,a17,,11.0,a65,,6.0
14282,14282,female,28,samsung,a82,,6,a28,,9,a24,1.0,11,a58,1.0,11.0,a108,,10.0,a73,,9.0
14283,14283,m,27,blackberry,a32,,8,a67,,7,a74,,8,,,,,,,,,
14284,14284,f,25,ios,a52,,13,a40,,7,a83,,4,,,,,,,,,
14285,14285,male,26,windows phone,a39,,5,a85,,9,a38,,12,,,,,,,,,
14286,14286,f,23,linux,a98,1.0,16,a71,,10,a116,1.0,3,,,,,,,,,
14287,14287,,25,blackberry,a80,,15,a64,,5,a67,,10,,,,,,,,,
14288,14288,male,28,ios,a37,,11,a52,,9,a61,,7,,,,,,,,,
14289,14289,female,29,android,a1,,7,a75,,9,a89,,8,,,,,,,,,
14290,14290,f,27,windows phone,a7,,6,a33,,14,a67,,12,,,,,,,,,
14291,14291,m,25,ios,a4,,6,a79,,10,a37,,12,a91,,11.0,a57,,7.0,a43,1.0,9.0
14292,14292,,26,blackberry,a8,,11,a72,,4,a0,1.0,9,,,,,,,,,
14293,14293,female,27,ios,a10,,9,a62,,9,a45,,7,,,,,,,,,
14294,14294,f,24,android,a16,1.0,9,a42,,10,a56,,11,a92,,4.0,a65,,8.0,a10,,6.0
14295,14295,female,26,android,a107,,6,a23,1.0,9,a95,,6,a7,1.0,10.0,a17,,11.0,a29,,14.0
14296,14296,male,24,windows phone,a37,,8,a76,,5,a5,,12,,,,,,,,,
14297,14297,f,23,android,a32,,3,a63,,12,a39,,11,,,,,,,,,
14298,14298,m,22,ios,a33,,13,a62,,5,a40,,12,,,,,,,,,
14299,14299,male,20,ios,a85,,12,a106,,8,a67,,10,a119,,7.0,a89,,16.0,a19,,11.0
14300,14300,f,30,blackberry,a12,,2,a36,,5,a116,,2,a47,,10.0,a34,1.0,7.0,a113,,12.0
14301,14301,f,27,linux,a66,,9,a88,,8,a99,,8,a92,,9.0,a110,,3.0,a22,,7.0
14302,14302,f,26,tizen,a95,,9,a78,,,a108,,9,,,,,,,,,
14303,14303,female,28,ios,a6,,13,a36,,10,a29,,6,a62,1.0,11.0,a35,1.0,15.0,a10,1.0,12.0
14304,14304,,24,ios,a105,,5,a6,1.0,13,a37,1.0,6,,,,,,,,,
14305,14305,female,26,ios,a30,,5,a81,,14,a22,1.0,7,a1,,7.0,a35,1.0,7.0,a88,,7.0
14306,14306,male,30,samsung,a30,,6,a17,1.0,12,a115,,11,a40,,12.0,a52,,14.0,a15,1.0,15.0
14307,14307,f,24,ios,a68,,6,a59,,9,a92,,15,,,,,,,,,
14308,14308,f,23,android,a48,,9,a27,,9,a25,,7,,,,,,,,,
14309,14309,m,26,ios,a29,,13,a105,1.0,9,a82,1.0,7,a25,,5.0,a43,,3.0,a68,,11.0
14310,14310,female,24,windows phone,a11,,9,a72,1.0,11,a116,,10,a44,,10.0,a67,,6.0,a115,,9.0
14311,14311,male,25,ios,a109,,14,a3,,6,a54,1.0,10,,,,,,,,,
14312,14312,male,24,linux,a65,,7,a98,,8,a82,,7,,,,,,,,,
14313,14313,male,23,windows phone,a64,,5,a22,,5,a19,1.0,6,,,,,,,,,
14314,14314,f,26,ios,a44,,10,a17,,13,a69,,7,a8,1.0,9.0,a55,1.0,12.0,a9,,14.0
14315,14315,male,21,ios,a45,,8,a5,,10,a19,,10,a94,1.0,11.0,a62,1.0,13.0,a8,,7.0
14316,14316,female,27,android,a57,,9,a74,1.0,7,a93,,9,,,,,,,,,
14317,14317,m,25,ios,a117,,9,a68,,5,a103,,4,,,,,,,,,
14318,14318,,31,ios,a48,,6,a29,,2,a0,,11,,,,,,,,,
14319,14319,f,22,blackberry,a118,,9,a49,,13,a14,1.0,7,a116,,10.0,a2,,5.0,a24,,10.0
14320,14320,male,20,android,a92,,12,a16,,6,a17,,8,,,,,,,,,
14321,14321,,26,android,a11,,14,a52,,6,a37,,9,a24,,12.0,a91,,6.0,a48,,17.0
14322,14322,f,21,windows phone,a92,1.0,10,a16,,8,a69,,8,,,,,,,,,
14323,14323,female,24,android,a118,,7,a43,,4,a115,,5,,,,,,,,,
14324,14324,,25,tizen,a41,,8,a95,,13,a21,,15,,,,,,,,,
14325,14325,female,22,blackberry,a64,,4,a42,1.0,14,a36,,9,,,,,,,,,
14326,14326,f,24,android,a54,,6,a45,,12,a63,,4,,,,,,,,,
14327,14327,,23,blackberry,a16,,2,a72,,9,a56,,5,,,,,,,,,
14328,14328,f,27,ios,a86,1.0,5,a64,,11,a110,,4,a69,,11.0,a49,,10.0,a46,,9.0
14329,14329,f,25,samsung,a10,,8,a109,,9,a27,,9,a110,,9.0,a113,,8.0,a8,,10.0
14330,14330,f,24,tizen,a90,,10,a41,,6,a40,,9,a118,,12.0,a55,,9.0,a81,1.0,13.0
14331,14331,f,22,ios,a56,1.0,8,a91,,10,a101,,5,a10,,8.0,a68,,10.0,a50,,8.0
14332,14332,,23,android,a25,,10,a26,,7,a38,,11,,,,,,,,,
14333,14333,m,27,windows phone,a43,,8,a2,,11,a86,,13,a80,,9.0,a12,,9.0,a106,,10.0
14334,14334,f,24,linux,a85,,5,a40,,8,a68,,8,,,,,,,,,
14335,14335,m,31,ios,a22,1.0,7,a14,,15,a49,,13,,,,,,,,,
14336,14336,female,28,ios,a30,,11,a37,1.0,11,a80,,8,,,,,,,,,
14337,14337,male,30,ios,a107,,4,a24,,10,a42,,7,a81,1.0,5.0,a48,,9.0,a105,,5.0
14338,14338,f,27,android,a15,,9,a12,1.0,5,a33,,11,a95,,9.0,a2,,9.0,a111,,8.0
14339,14339,f,23,windows phone,a57,,7,a76,,11,a80,,10,,,,,,,,,
14340,14340,m,26,ios,a12,,10,a78,,11,a6,,9,a85,,10.0,a112,1.0,6.0,a35,,11.0
14341,14341,male,22,android,a91,,8,a70,,11,a44,,4,,,,,,,,,
14342,14342,m,28,android,a95,,12,a16,1.0,8,a79,,8,a109,,5.0,a48,,13.0,a107,,8.0
14343,14343,,26,linux,a42,,9,a16,,6,a106,,6,a117,,19.0,a112,1.0,9.0,a38,,11.0
14344,14344,f,21,android,a62,,10,a1,,12,a91,,11,,,,,,,,,
14345,14345,f,24,linux,a82,,2,a8,,12,a57,,13,,,,,,,,,
14346,14346,female,23,ios,a93,,10,a107,,9,a78,,10,a19,,14.0,a40,,10.0,a48,,5.0
14347,14347,female,22,linux,a44,,9,a117,,13,a86,,10,,,,,,,,,
14348,14348,f,23,samsung,a75,,9,a17,,14,a25,1.0,7,a76,,8.0,a2,,9.0,a83,,10.0
14349,14349,m,26,windows phone,a37,,7,a80,,8,a118,1.0,14,a94,,9.0,a27,,12.0,a84,,13.0
14350,14350,female,24,android,a92,1.0,12,a61,,4,a69,,4,,,,,,,,,
14351,14351,female,18,android,a61,,6,a7,,7,a24,,8,,,,,,,,,
14352,14352,male,23,android,a38,,5,a112,,15,a72,1.0,5,,,,,,,,,
14353,14353,f,26,android,a64,,6,a14,,11,a9,,7,,,,,,,,,
14354,14354,m,19,android,a114,,6,a29,,8,a69,,12,,,,,,,,,
14355,14355,f,29,ios,a44,,13,a111,1.0,7,a17,1.0,7,a103,,12.0,a54,1.0,7.0,a24,,4.0
14356,14356,,24,blackberry,a59,,7,a1,,5,a27,1.0,5,,,,,,,,,
14357,14357,f,26,android,a36,,8,a74,,4,a90,,10,a29,1.0,8.0,a98,,14.0,a25,1.0,11.0
14358,14358,f,23,android,a112,,5,a62,,15,a7,,10,,,,,,,,,
14359,14359,female,24,android,a104,,11,a26,,5,a19,,8,a2,,9.0,a17,,10.0,a119,,15.0
14360,14360,female,21,samsung,a91,1.0,15,a79,,15,a54,,9,a72,,10.0,a36,1.0,9.0,a67,,10.0
14361,14361,m,24,linux,a81,1.0,4,a58,,8,a48,,11,a44,,9.0,a96,,12.0,a70,1.0,10.0
14362,14362,f,22,windows phone,a8,,12,a50,,9,a9,,15,a71,,8.0,a19,,16.0,a99,,12.0
14363,14363,f,26,ios,a114,,10,a3,,12,a11,,12,a23,,6.0,a93,,10.0,a38,,13.0
14364,14364,m,22,android,a73,1.0,9,a85,,10,a8,,7,a108,,11.0,a0,,8.0,a14,,9.0
14365,14365,female,21,blackberry,a56,,7,a37,,5,a49,,9,,,,,,,,,
14366,14366,male,24,android,a20,1.0,16,a0,1.0,9,a6,,12,,,,,,,,,
14367,14367,female,27,ios,a56,,8,a53,,4,a95,,8,,,,,,,,,
14368,14368,f,27,ios,a31,1.0,13,a113,,9,a89,,9,a9,,10.0,a114,,12.0,a34,,9.0
14369,14369,female,23,ios,a114,,12,a55,1.0,11,a107,,11,a41,,11.0,a78,1.0,12.0,a118,,8.0
14370,14370,,23,ios,a37,,15,a88,,9,a63,,10,a101,,5.0,a113,,7.0,a72,,16.0
14371,14371,f,22,windows phone,a7,,14,a0,,16,a65,,7,,,,,,,,,
14372,14372,female,26,android,a5,,17,a61,,8,a117,,6,,,,,,,,,
14373,14373,m,24,android,a85,1.0,13,a72,,11,a84,,9,a6,1.0,12.0,a22,,12.0,a10,,11.0
14374,14374,male,28,ios,a64,,12,a111,,9,a82,,9,a100,,9.0,a2,1.0,3.0,a75,,9.0
14375,14375,m,27,windows phone,a29,,12,a37,,6,a72,,6,,,,,,,,,
14376,14376,,25,samsung,a48,,9,a83,,11,a21,1.0,11,a10,,12.0,a2,,11.0,a4,,10.0
14377,14377,male,24,windows phone,a40,,8,a12,,10,a110,,8,,,,,,,,,
14378,14378,m,21,android,a56,,4,a36,,11,a23,,13,a19,,11.0,a71,,13.0,a91,,11.0
14379,14379,female,22,samsung,a95,,9,a48,,10,a31,,12,,,,,,,,,
14380,14380,m,22,android,a44,,7,a110,,11,a33,,10,a101,,13.0,a89,,13.0,a117,,6.0
14381,14381,m,18,ios,a16,,4,a80,,12,a15,,10,a2,,3.0,a21,1.0,8.0,a30,1.0,8.0
14382,14382,male,24,linux,a49,,11,a2,,10,a81,1.0,10,,,,,,,,,
14383,14383,male,27,ios,a34,1.0,12,a69,,13,a116,1.0,8,a5,,9.0,a47,,13.0,a45,,12.0
14384,14384,f,27,linux,a58,,5,a75,,6,a110,,9,,,,,,,,,
14385,14385,female,20,ios,a100,,12,a96,,12,a117,,10,a45,,10.0,a72,,10.0,a49,,13.0
14386,14386,f,26,tizen,a102,,5,a108,1.0,8,a65,,9,a34,,15.0,a36,,10.0,a54,,10.0
14387,14387,male,28,windows phone,a90,,12,a80,,5,a15,,9,a47,,8.0,a34,,10.0,a99,,10.0
14388,14388,m,25,linux,a78,,6,a103,,6,a52,,10,,,,,,,,,
14389,14389,f,25,ios,a69,,11,a66,,17,a6,,6,a7,,8.0,a26,,4.0,a61,,9.0
14390,14390,f,22,blackberry,a115,,9,a79,,13,a54,,11,a74,,11.0,a42,1.0,13.0,a30,,11.0
14391,14391,f,26,samsung,a88,,13,a30,,9,a92,,4,a105,,8.0,a11,,10.0,a75,,12.0
14392,14392,male,29,samsung,a64,,13,a19,,3,a84,,10,a81,1.0,16.0,a12,,9.0,a86,,15.0
14393,14393,female,26,samsung,a81,,8,a3,1.0,10,a59,,5,,,,,,,,,
14394,14394,,25,ios,a102,1.0,14,a38,,10,a110,,11,a80,,9.0,a91,,9.0,a42,,13.0
14395,14395,f,26,tizen,a101,,12,a68,,10,a19,1.0,8,a70,,6.0,a67,,12.0,a38,,13.0
14396,14396,f,20,tizen,a103,,6,a14,,15,a30,1.0,7,a54,1.0,7.0,a3,,9.0,a109,,10.0
14397,14397,m,25,ios,a67,,10,a45,,10,a11,,8,a100,,8.0,a28,1.0,7.0,a96,,6.0
14398,14398,f,28,android,a110,,8,a103,,7,a51,,9,a21,,2.0,a109,,6.0,a65,,15.0
14399,14399,m,26,android,a106,,9,a114,,12,a21,,11,a112,,16.0,a74,,12.0,a104,,7.0
14400,14400,male,25,ios,a63,,6,a20,1.0,9,a76,,8,,,,,,,,,
14401,14401,f,23,android,a14,,9,a57,1.0,12,a67,,6,,,,,,,,,
14402,14402,m,24,ios,a72,,10,a27,,9,a117,,6,a44,,8.0,a79,,12.0,a37,,9.0
14403,14403,,29,android,a62,,10,a78,,8,a90,1.0,5,,,,,,,,,
14404,14404,m,22,ios,a94,,10,a110,1.0,11,a38,,8,,,,,,,,,
14405,14405,m,22,android,a26,,12,a32,,12,a54,,12,a20,,10.0,a96,,13.0,a69,,12.0
14406,14406,male,24,ios,a38,,9,a23,,7,a16,,13,a62,,12.0,a81,1.0,9.0,a43,1.0,10.0
14407,14407,male,26,blackberry,a15,,8,a69,,11,a23,,10,a7,,13.0,a26,,12.0,a51,1.0,12.0
14408,14408,m,27,linux,a73,,10,a80,1.0,12,a54,,11,a67,1.0,7.0,a47,1.0,7.0,a23,,12.0
14409,14409,m,22,android,a27,,9,a43,,10,a36,,9,a15,,4.0,a108,,10.0,a32,1.0,10.0
14410,14410,female,26,android,a55,,11,a1,,11,a3,,7,a47,1.0,8.0,a91,,9.0,a24,1.0,9.0
14411,14411,female,25,samsung,a34,,10,a117,,12,a12,,11,a20,1.0,10.0,a42,,17.0,a80,,8.0
14412,14412,,22,linux,a69,,5,a104,,7,a101,,5,,,,,,,,,
14413,14413,male,30,android,a109,,10,a1,,7,a50,,16,a67,,8.0,a40,1.0,10.0,a116,,11.0
14414,14414,male,24,ios,a92,,1,a82,,9,a107,1.0,5,,,,,,,,,
14415,14415,,23,android,a89,,11,a74,,7,a76,,3,,,,,,,,,
14416,14416,f,24,ios,a93,,4,a106,,6,a34,1.0,5,,,,,,,,,
14417,14417,f,25,samsung,a49,,9,a17,,8,a2,1.0,13,a3,,7.0,a15,,13.0,a46,,10.0
14418,14418,male,22,ios,a85,,13,a82,,13,a102,,14,a25,,8.0,a7,,7.0,a115,1.0,13.0
14419,14419,m,33,tizen,a76,,10,a49,,11,a25,,9,,,,,,,,,
14420,14420,m,20,linux,a111,,7,a63,,1,a49,1.0,8,,,,,,,,,
14421,14421,m,23,tizen,a38,,2,a44,,6,a93,,8,,,,,,,,,
14422,14422,female,24,tizen,a61,,5,a5,,12,a102,1.0,10,,,,,,,,,
14423,14423,f,25,tizen,a49,1.0,10,a92,1.0,12,a62,,3,a44,,9.0,a93,,9.0,a103,,13.0
14424,14424,f,20,tizen,a28,,12,a51,,10,a107,,4,a32,,7.0,a90,1.0,12.0,a20,,7.0
14425,14425,male,26,linux,a73,1.0,1,a3,,12,a12,1.0,10,,,,,,,,,
14426,14426,m,18,linux,a108,,13,a81,,8,a119,1.0,5,a40,,10.0,a59,1.0,4.0,a10,,10.0
